Target	TCGA_E2_A10E_01A_21R_A10J_07	TCGA_D8_A1JB_01A_11R_A13Q_07	TCGA_AR_A5QN_01A_12R_A28M_07	TCGA_LL_A50Y_01A_11R_A266_07	TCGA_B6_A0I5_01A_11R_A034_07	TCGA_D8_A141_01A_11R_A115_07	TCGA_E2_A14Q_01A_11R_A12D_07	TCGA_B6_A0I8_01A_11R_A034_07	TCGA_AC_A3HN_01A_11R_A213_07	TCGA_A2_A04V_01A_21R_A034_07	TCGA_A2_A1FW_01A_11R_A13Q_07	TCGA_C8_A12U_01A_11R_A115_07	TCGA_EW_A1PC_01B_11R_A21T_07	TCGA_5T_A9QA_01A_11R_A41B_07	TCGA_AN_A0AJ_01A_11R_A00Z_07	TCGA_A2_A04R_01A_41R_A109_07	TCGA_AR_A0TV_01A_21R_A084_07	TCGA_A8_A09R_01A_11R_A00Z_07	TCGA_E2_A1L7_01A_11R_A144_07	TCGA_BH_A42T_01A_11R_A24H_07
LAMP2	13.82336724	14.83016855	13.76227821	13.0175044	12.82276997	13.38370429	13.49272947	14.17664067	13.41653366	13.32614856	13.69141639	13.42206477	14.48582931	12.63503787	14.19690944	13.48532619	13.8754614	14.16270602	14.10811603	13.22520744
ITGA2B	5.491853096	4	4.584962501	5	5	4.807354922	4.95419631	5.426264755	5.129283017	6.357552005	6.285402219	6.554588852	9.62388149	5.321928095	6.977279923	5.584962501	7.285402219	6.189824559	7.330916878	6.169925001
ASB4	4.087462841	3.584962501	2.807354922	0	3.321928095	2.584962501	4.523561956	1	2.584962501	1.584962501	2.584962501	0	4.459431619	2.584962501	1.584962501	3.169925001	0	0	2	2.321928095
GDE1	12.43358544	12.01332267	12.18239435	12.30349538	11.81458247	12.36604895	12.73640193	12.62798978	12.08015131	12.72109919	12.43462823	12.23302043	11.6105635	11.77602172	12.33175671	11.55937709	12.48633225	11.67109873	11.62707784	11.50828999
REX1BD	9.278449458	8.751544059	10.19352536	11.53235593	9.592457037	9.296916207	9.033423002	8.994353437	9.675957033	8.618385502	8.388017285	10.77807713	9.958552715	10.34762137	8.751544059	9.864186145	10.82972274	9.407267764	10.04165915	11.77807713
CRLF1	6.62935662	7.189824559	10.71424552	6.303780748	9.805743872	4.700439718	7.451211112	5.426264755	7.321928095	7.169925001	7.826548487	6.658211483	7.894817763	5	7.022367813	7.864186145	3.169925001	5.781359714	11.18549492	7.303780748
OSBPL7	9.631177056	9.905387005	9.337621902	10.60362634	8.519636253	9.159871337	9.079484784	10.45121111	9.632995197	9.306061689	9.113742166	7.46760555	9.810571635	9.537218401	7.339850003	9.121533517	9.079484784	8.807354922	9.157346935	10.13699111
TMEM98	11.68299458	10.9505559	12.68759439	9.712527	11.07748336	11.42048661	11.32023645	11.39392668	10.93810933	11.06743436	9.453270634	7.851749041	12.19475685	12.38451396	10.85018684	12.37204883	12.24584977	10.30947635	11.21735191	12.11276528
YBX2	6.22881869	7.06608919	6.189824559	8.921840937	9.539158811	6.64385619	7.982993575	8.46760555	7.209453366	7.14974712	7.73470962	10.35645197	10.29920802	8.73809226	9.688250309	10.34651373	9.052568051	9.523561956	6.832890014	11.08945048
KRT33A	3.906890596	0	2	0	0	1.584962501	1.584962501	2.807354922	1.584962501	5.357552005	3.906890596	0	2	0	3.169925001	2.321928095	5.523561956	5.044394119	0	2.584962501
MAP3K14	9.060695932	10.13185696	9.949826711	9.946906274	8.77148947	10.21916852	8.988684687	9.5980525	10.53235593	8.826548487	8.21916852	9.942514505	10.357552	8.930737338	9.216745858	9.303780748	10.39231742	9.682994584	10.06743436	11.46607646
ABCC8	10.666224	8.672425342	7.768184325	11.70347105	9.469641817	9.958552715	9.348728154	7.584962501	10.73047014	8.353146825	6.95419631	7.876516947	9.301496195	8.703903573	6.754887502	6.554588852	7.033423002	10.52747701	11.21127995	9.924812504
CACNG3	0	2.321928095	1	0	0	0	1.584962501	0	0	0	0	1	0	0	1	0	1	0	1	0
TMEM132A	11.62342429	10.80413102	13.61206217	13.13458675	11.84784036	11.90124403	10.20823436	13.3877481	11.16553514	11.77725532	11.70951466	12.02132703	13.00492268	11.09473751	12.58190669	11.43097517	8.857980995	12.35149141	11.89443885	12.48834228
AP2B1	14.65927124	15.25720366	15.07070797	13.72993932	14.349765	14.64148732	14.13779168	14.7290365	14.27852206	14.03617361	16.1445985	14.81982982	15.11792713	14.79907921	14.65480383	14.25966971	14.93516505	15.5851386	14.14465824	14.33308545
TAC1	3.459431619	6.303780748	5.584962501	4.906890596	3.906890596	2	4.523561956	5.614709844	3.169925001	1	7.348728154	2.807354922	0	0	0	5.459431619	0	2.321928095	0	2.321928095
ZNF263	10.57742883	10.81458247	11.033423	11.46147945	10.99435344	11.10000522	11.65015421	10.88111396	10.92851838	11.72109919	11.22460468	11.83644491	10.67154107	11.11048331	11.72877085	11.69609817	11.24614677	11.05188866	10.40620501	11.57080444
CX3CL1	9.836050355	12.39070637	11.05596023	9.667111542	10.96722626	10.63753055	13.0202855	9.808964175	11.9690267	9.409390936	9.856425529	9.37721053	9.428360173	7.845490051	9.985841937	10.77148947	11.67330908	10.39124359	11.88683971	10.77889848
SPATA20	12.36413466	11.50432245	12.36303963	13.05239823	11.26737193	11.47775827	12.18549492	11.8482317	11.46862404	11.62753388	12.27903014	12.75258972	12.24406646	12.62456702	10.69957245	12.45198378	12.0344551	12.29519496	11.89368074	12.36604895
CACNA1G	5.930737338	5.614709844	6.087462841	8.13442632	3.584962501	6.209453366	5.491853096	6.95419631	7.994353437	4.857980995	4.807354922	2.321928095	8.224001674	4	4.087462841	4.321928095	2.321928095	6.539158811	4.807354922	5
TNFRSF12A	10.97441459	8.566054038	11.75028827	12.30634655	12.95927751	10.92109709	11.82694565	11.12605912	11.58355293	11.17055104	7.994353437	10.06474276	11.23541594	10.40087944	10.90312868	11.89708913	9.505811554	11.31288296	9.558420713	12.30092449
DLX6	1.584962501	2.321928095	2	2	1	1	1	2	2	0	1	0	1	2.584962501	2	1	0	1.584962501	1.584962501	2
MAP3K9	10.29920802	9.105908509	9.022367813	9.722807531	10.25738784	10.45840661	10.31967212	9.5980525	9.702172685	9.859534786	11.09077405	9.027905997	9.527477006	10.10983065	8.820178962	9.087462841	9.631177056	10.59339112	9.54303182	8.113742166
RALA	12.19905882	11.93221475	11.93700593	11.68606275	12.2911707	12.01993816	11.77148947	11.60640521	11.8419574	12.39043769	12.04814625	12.14210706	11.35369821	11.14529533	11.35424938	11.92146906	11.65150022	11.59245704	12.42180186	11.91886324
BAIAP2L1	10.90914305	10.75070699	11.22580994	10.92035286	11.66222331	9.375039431	9.861086906	10.42626475	9.850186838	10.75154406	10.37937837	9.491853096	11.2997804	11.32755264	10.75321675	10.12928302	10.28655776	11.09473751	9.967226259	10.10459875
KDM7A	10.80654962	10.85564717	10.86573327	9.850186838	10.4314976	11.40832974	10.95564991	11.50481899	10.90237511	10.52356196	11.68079903	10.07146236	10.83999107	9.479780264	11.07547915	10.69435789	10.05528244	10.32642949	10.32755264	8.951284715
ETV1	9.233619677	10.39016896	8.392317423	7.936637939	8.335390355	10.24436384	9.601770788	9.438791853	8.820178962	9.497851837	8.797661526	7.257387843	9.236014192	5.882643049	9.370687407	9.567956075	7.400879436	9.588714636	9.025139562	7.475733431
AGK	10.54496443	10.73386272	10.65194861	10.1382718	11.07748336	10.39660478	10.30149619	10.56985561	10.33650656	10.62113611	11.0202855	11.13699111	10.38478375	10.03204573	10.15355203	10.73131903	10.68650053	10.39553414	9.503825738	9.385862401
ALDH3B1	9.108524457	8.915879379	9.525520809	9.550746785	9.154818109	9.142107057	9.749869427	10.56890615	9.702172685	9.30833903	8.50779464	8.912889336	8.442943496	8.483815777	8.988684687	8.321928095	11.56367296	9.044394119	8.554588852	9.139551352
TTC22	9.169925001	8.016808288	6.475733431	11.0409746	9.197216693	7.475733431	9.700439718	9.756556323	10.51766939	5.554588852	4.169925001	4.700439718	8.523561956	6.459431619	4.392317423	4.584962501	11.24970606	4.754887502	8.303780748	7.400879436
PHTF2	11.04575966	11.22701419	10.90162116	9.656424863	10.75154406	10.90162116	10.05799172	10.76735685	10.73555602	11.06204614	10.81698362	10.87190524	10.69870467	11.02167404	11.13699111	11.99823782	9.820178962	11.28598011	11.00422047	9.917372079
CCL26	3.807354922	3.321928095	3.459431619	4.087462841	3.906890596	4.169925001	2.584962501	2.807354922	3.700439718	4.321928095	2	3.169925001	3.169925001	1.584962501	5.459431619	4.64385619	2.807354922	3.584962501	3.700439718	3
FARP2	11.26737193	10.54206454	10.99223026	10.32530546	10.40726776	11.12605912	11.16239133	11.02306125	10.77478706	10.74146699	11.81097322	11.70043972	10.81458247	10.04712391	10.76404222	11.13570929	10.4918531	11.03617361	10.60547952	10.6110248
USH1C	1	3.906890596	2.584962501	0	5.727920455	1	3.906890596	2	1.584962501	0	3.321928095	9.259743264	7.8008999	8.77478706	4.321928095	1.584962501	6.022367813	3.584962501	4.857980995	2.584962501
GGCT	11.20762447	10.22400167	10.32755264	11.46250227	12.39981196	10.39231742	11.36029843	10.62662165	10.32530546	10.45327063	10.48683502	11.80130419	11.70563239	10.92109709	13.41798433	10.83841608	10.34983409	10.29232163	11.56557814	11.75363462
DBF4	8.962896005	8.948367232	9.011227255	8.942514505	9.73809226	8.962896005	9.353146825	9.129283017	8.479780264	9.517669388	9.527477006	10.39660478	10.46250227	9.933690655	10.65999589	10.01680829	8.647458426	8.573647187	9.985841937	8.6794801
TBXA2R	6.918863237	6.459431619	7.14974712	7.876516947	7.74819285	7.076815597	7.011227255	7.055282436	7.434628228	7.700439718	5.554588852	6.845490051	6.108524457	7.247927513	7.189824559	7.459431619	8.909893084	6.988684687	7.50779464	6.686500527
IFRD1	8.233619677	8.22881869	8.113742166	8.912889336	8.618385502	8.118941073	7.960001932	8.50779464	8.055282436	8.243173983	8.124121312	8.442943496	7.754887502	8.794415866	8.375039431	8.266786541	8.055282436	7.46760555	7.276124405	7.672425342
LGALS14	0	2	3.459431619	0	1	1	2.584962501	0	1.584962501	0	3.169925001	0	0	0	0	0	0	0	1	0
COX10	10.12541347	9.398743692	9.665335917	9.821773982	9.749869427	9.652844973	9.063395081	9.871905238	9.733015322	8.8008999	9.854868383	10.25738784	9.824958741	10.62844554	9.631177056	9.681238412	10.22881869	9.54689446	9.092757141	9.294620749
GTF2IRD1	10.75238065	10.39231742	10.65731845	10.906139	11.25443815	10.46760555	10.80574387	11.57127862	10.60733031	11.1959873	11.1091777	10.17866485	11.96000193	11.22037833	11.60825482	11.5849625	10.57364719	10.97656412	11.57553925	11.01332267
PAF1	11.96722626	11.30378075	11.78258876	13.00597536	12.66021879	11.58824615	13.30591924	11.53186878	12.05018877	12.27146303	11.58402294	12.50928017	11.92666663	12.90256354	12.30976054	12.32220984	12.49210354	11.80534083	12.35837648	12.67595703
VPS41	11.87881728	12.51963625	11.8482317	11.13635034	11.1234748	11.51026967	11.20945337	12.18487534	11.6794801	11.56605404	12.63934071	11.38262403	11.22761594	10.91662592	11.7874945	11.6128685	11.95746485	12.00982862	11.44397954	11.74483384
ARHGAP44	10.26561505	8.044394119	9.761551232	8.092757141	9.025139562	9.294620749	7.584962501	6.475733431	9.092757141	6.845490051	7.592457037	8.285402219	8.558420713	9.77148947	8.049848549	7.483815777	6.247927513	8.174925683	8.317412614	8.531381461
ELAC2	12.06373212	11.22219114	12.22158712	12.42547819	12.26150731	12.22068062	11.43201985	11.50581155	12.13923157	11.29289676	11.53332973	12.49085088	11.83999107	12.81977993	11.6110248	11.21916852	12.02375435	11.54689446	11.62479546	11.65508345
SCIN	7.21916852	7.098032083	6.794415866	5.392317423	7.491853096	11.07146236	8.625708843	7.22881869	7.330916878	10.05392588	7.761551232	5.882643049	12.1711768	13.20181762	12.30720081	6.392317423	6.741466986	7.672425342	6.965784285	7.139551352
ARSD	13.09011242	12.57246339	13.02756048	12.80170836	12.86592655	12.77025093	13.23212108	11.40832974	11.75321675	11.92592526	12.62662165	12.83506349	11.7903485	11.80372753	8.618385502	12.01611184	10.59245704	13.05035885	11.90876788	11.49485558
PNPLA4	10.78381676	10.53624722	10.70908381	11.08015131	11.28193003	10.76901132	11.43671154	10.44914865	9.991521846	10.96289601	10.17990909	10.93957921	9.584962501	10.43775207	9.837627933	10.8587581	11.64610864	10.52061868	9.997179481	10.37068741
MYH13	5.700439718	4.169925001	4.321928095	3	4.392317423	6.392317423	5.169925001	4.754887502	5.459431619	3.321928095	4.857980995	2.321928095	4.169925001	3	5	5.977279923	2.807354922	5.129283017	3.584962501	2
ADIPOR2	13.19675579	13.52441928	14.27539706	12.44449729	12.41600578	12.02340784	12.30035256	14.16270602	13.62719187	13.01889562	13.19059634	13.97378704	12.37829486	14.13225872	13.26781082	15.05146387	13.33511117	14.57760585	13.29160241	13.56033283
CDKL3	5	3.584962501	4.584962501	5.700439718	5.285402219	4.087462841	4.392317423	5.209453366	5.044394119	5.523561956	4.64385619	5.523561956	5.491853096	5	5.044394119	5.672425342	5.459431619	4.523561956	5.129283017	6.339850003
UPP2	4	3.700439718	2.807354922	0	3.584962501	2	3.700439718	0	2.807354922	4.459431619	1	1	2.584962501	1.584962501	0	2.321928095	4	3.459431619	3.169925001	2.321928095
PRSS21	8.891783703	6.700439718	5.129283017	3.459431619	7.238404739	6.882643049	8.238404739	7.285402219	4	0	4.459431619	3.321928095	0	2.584962501	2.807354922	1.584962501	3.906890596	2	9.611024797	2.584962501
MARK4	11.08480839	10.9225844	11.52601011	11.23601419	12.01993816	10.90989308	11.29863541	11.29232163	11.56414949	11.81898154	10.38046107	11.17741954	10.99859043	10.80009099	10.66266838	11.21977355	11.06272077	11.52209107	11.09143539	11.96325736
PROM1	8.554588852	11.14593215	7.707359132	6.087462841	8.977279923	8.927777962	10.67154107	8.247927513	9.622051819	9.891783703	8.092757141	3.584962501	12.49660415	5.727920455	7.417852515	8.22881869	0	6.266786541	10.73047014	6.392317423
CCDC124	10.20457114	9.544964433	11.48381578	12.32895536	11.83051521	10.59058705	11.04575966	10.48884435	11.25089054	10.96144969	8.903881846	11.20028561	12.62388149	11.63888838	10.86418614	11.28713519	11.65642486	10.6635581	11.42731284	12.87363636
CEACAM21	5.087462841	7.199672345	5.247927513	7.357552005	5.930737338	7.417852515	4.584962501	5.781359714	6.50779464	5.977279923	8.668884984	6.584962501	4.64385619	4.169925001	6.22881869	4.321928095	6.022367813	6.727920455	6.768184325	5.95419631
PAFAH1B1	13.0115767	13.0793181	12.96668569	12.44086917	12.07915141	12.93847694	12.10819772	12.61815605	13.0657527	12.54544718	13.12928302	12.06002035	12.32446186	12.9465408	13.35961231	12.35700209	12.80956718	13.06474276	12.09737377	11.87766757
NOS2	5.129283017	4.906890596	4.64385619	5.392317423	4.169925001	5.906890596	5.672425342	6	6.321928095	6.50779464	4.169925001	4.459431619	4.459431619	5.247927513	5.459431619	6.409390936	5.426264755	5.930737338	4.754887502	6.06608919
DNAH9	4.95419631	4.700439718	5.614709844	2	9.566054038	6.169925001	5.169925001	3.459431619	4.700439718	3.321928095	4.584962501	5.523561956	3	5.087462841	3.321928095	2.584962501	5.554588852	4.087462841	6.584962501	4.087462841
KIAA0100	13.24391776	13.86069903	12.79522797	12.74062404	12.71467483	13.18099692	11.99541385	13.60883234	13.17819798	12.46607646	15.18185107	11.64610864	13.50021946	13.9279631	12.6291289	12.10000522	13.22415245	14.59845966	12.31769525	12.81137469
SLC13A2	9.2644426	7.348728154	5.357552005	6.108524457	7.826548487	3.807354922	7.54689446	9.01402047	7.64385619	2	7.651051691	2.321928095	10.24079133	5	6.06608919	7.055282436	3	7.906890596	8.717676423	2.584962501
GAS7	10.5137276	11.6188443	11.66311331	10.06069593	10.51274046	12.7619667	10.83920379	11.32192809	12.68693817	11.01611184	11.14529533	9.11113567	9.915879379	8.005624549	10.12153352	10.52649924	10.18735207	11.37232095	10.51274046	10.82654849
TRAPPC6A	10.16364968	10.38694025	10.94544384	11.83920379	11.30833903	9.902375114	10.72962074	10.45738088	10.25738784	10.76321237	9.556506055	11.25974326	10.9505559	11.13057056	10.31967212	10.49085088	10.68825031	9.796039609	9.37721053	11.83091128
MATK	5.906890596	7.129283017	7.011227255	7.781359714	8.515699838	9.285402219	6.303780748	4.459431619	8.082149041	6.539158811	3.807354922	8.654636029	4.247927513	8.14974712	7.693486957	5.459431619	7.6794801	8.768184325	7.348728154	6.894817763
CEACAM7	6.62935662	4.584962501	4.247927513	4.700439718	5.754887502	3	4.584962501	5.523561956	5.554588852	4	9.4325419	6.392317423	8.144658243	5.459431619	3.459431619	3.321928095	0	5.459431619	5.044394119	0
CD79B	5.247927513	8.06608919	7	8.326429487	7.294620749	7.912889336	6.209453366	5.857980995	7.592457037	5.857980995	5	6.50779464	4.807354922	5.584962501	7.375039431	5.129283017	6.539158811	4.807354922	6.247927513	6.491853096
SCN4A	5.700439718	4.857980995	8.118941073	5.754887502	6.459431619	5.672425342	7	6.686500527	8.016808288	7.209453366	6.754887502	5.392317423	4.169925001	4.321928095	4.459431619	6.714245518	5.614709844	6.426264755	5.169925001	7.392317423
ST7L	9.84862294	9.049848549	8.82336724	9.554588852	9.355351096	8.84862294	9.854868383	8.804131021	9.159871337	9.339850003	9.422064766	9.174925683	8.873444113	9.381542951	8.87036472	8.97441459	9.583082768	8.614709844	9.672425342	9.177419538
TKTL1	1.584962501	2.584962501	0	2.321928095	0	2.321928095	2	1.584962501	3	1.584962501	2	0	1	0	2.584962501	1	1.584962501	1.584962501	1	2
PAX6	5.392317423	2	6.247927513	0	2	3.584962501	2	1	4.169925001	1.584962501	1	2.807354922	3.459431619	7.948367232	1.584962501	2.807354922	7.044394119	2.584962501	1	3.584962501
RPUSD1	9.35974956	9.245552706	10.32418055	11.58402294	11.54496443	10.19229281	10.73640193	10.5526691	10.17242751	10.75154406	9.736401931	11.27670602	10.60825482	10.84784036	11.04644195	10.34318572	11.67507492	9.808964175	9.871905238	11.37666806
RHBDF1	11.56985561	11.03891899	11.50928017	12.11146174	11.88722062	10.98655315	11.57884439	11.90162116	11.55218876	11.74104558	10.48683502	10.76652891	10.99929539	11.98406237	10.78217919	11.6183855	11.37449615	10.93516505	8.82336724	12.18053081
LUC7L	11.03686045	10.70908381	11.15671514	12.12767197	12.25561875	11.37232095	11.08547246	11.18053081	10.87498135	11.85642553	10.80493767	11.4252159	10.59712143	11.31514956	11.37340896	11.66844183	11.45891921	10.57931594	10.73555602	12.32418055
CACNA2D2	11.12023788	8.813781191	9.859534786	10.2632692	7.451211112	7.14974712	11.50680344	10.96866679	10.10983065	11.02721489	10.74399286	8.614709844	11.43462823	9.893301531	9.501837185	10.61746747	10.01262454	10.77396337	10.0768156	7.209453366
BAIAP3	8.985841937	7.044394119	10.40832974	11.20823436	10.38262403	8.199672345	8.535275377	11.01192607	8.668884984	10.6794801	8.28077077	5.95419631	10.59991284	9.13442632	10.92184094	8.396604781	10.14720492	6.781359714	5.169925001	11.35645197
TSR3	9.899356923	9.531381461	10.64024494	11.89557528	11.00351791	10.26678654	10.57553925	10.59712143	10.32867493	10.77725532	9.5980525	11.24614677	10.69696753	10.97154355	10.53430288	11.06069593	11.41468524	9.971543554	9.457380879	11.67991988
PIGQ	11.13185696	10.72451385	11.63208641	13.69501074	11.61654884	11.47116713	12.44035012	11.59665567	11.55794229	12.02583167	10.87036472	11.98513037	11.23002044	12.11471839	11.33706434	11.6794801	11.906139	10.78463485	10.84470576	12.53381639
CRAMP1	9.558420713	9.958552715	9.941047606	10.57175264	10.23959853	10.22037833	10.18363538	10.82575383	9.802516365	10.91811785	10.6926155	10.88034881	9.531381461	10.5028318	9.799281622	9.982993575	10.63662462	9.290018847	9.30833903	9.876516947
TEAD3	11.27844946	10.41996018	11.21613956	11.75822321	11.46505617	10.85564717	11.3426303	11.49685378	11.46403515	11.14082977	10.83762793	10.13955135	11.52012755	11.83011903	11.77313921	11.26150731	10.86959384	10.5574637	11.06944977	11.95819018
